"year";"month";"day";"dep_time";"sched_dep_time";"dep_delay";"arr_time";"sched_arr_time";"arr_delay";"carrier";"flight";"tailnum";"origin";"dest";"air_time";"distance";"hour";"minute";"time_hour"
2013;1;2;1024;1025;-1;1118;1129;-11;"B6";1026;"N621JB";"JFK";"BOS";35;187;10;25;"2013-01-02 10:00:00"
2013;1;2;1025;1015;10;1223;1229;-6;"DL";2319;"N900DE";"LGA";"MSP";157;1020;10;15;"2013-01-02 10:00:00"
2013;1;2;1025;1030;-5;1219;1215;4;"MQ";4471;"N739MQ";"LGA";"RDU";90;431;10;30;"2013-01-02 10:00:00"
2013;1;2;1027;1026;1;1328;1339;-11;"UA";1563;"N14704";"LGA";"IAH";219;1416;10;26;"2013-01-02 10:00:00"
2013;1;2;1028;1030;-2;1255;1252;3;"DL";2343;"N337NB";"EWR";"ATL";126;746;10;30;"2013-01-02 10:00:00"
2013;1;2;1028;1030;-2;1345;1415;-30;"VX";23;"N855VA";"JFK";"SFO";357;2586;10;30;"2013-01-02 10:00:00"
2013;1;2;1031;1033;-2;1140;1154;-14;"EV";4709;"N14960";"EWR";"BUF";51;282;10;33;"2013-01-02 10:00:00"
2013;1;2;1031;1015;16;1135;1135;0;"UA";1702;"N24715";"EWR";"BOS";40;200;10;15;"2013-01-02 10:00:00"
2013;1;2;1033;929;64;1235;1132;63;"EV";4175;"N13914";"EWR";"AVL";100;583;9;29;"2013-01-02 09:00:00"
2013;1;2;1036;1040;-4;1328;1326;2;"B6";31;"N655JB";"JFK";"MCO";146;944;10;40;"2013-01-02 10:00:00"
2013;1;2;1037;1039;-2;1400;1343;17;"UA";1294;"N13718";"EWR";"FLL";181;1065;10;39;"2013-01-02 10:00:00"
2013;1;2;1038;1035;3;1309;1250;19;"EV";4246;"N15572";"EWR";"IND";128;645;10;35;"2013-01-02 10:00:00"
2013;1;2;1038;1030;8;1347;1340;7;"AA";19;"N328AA";"JFK";"LAX";344;2475;10;30;"2013-01-02 10:00:00"
2013;1;2;1042;1050;-8;1257;1250;7;"MQ";4589;"N527MQ";"LGA";"DTW";103;502;10;50;"2013-01-02 10:00:00"
2013;1;2;1043;1043;0;1336;1332;4;"B6";545;"N608JB";"EWR";"PBI";148;1023;10;43;"2013-01-02 10:00:00"
2013;1;2;1043;1045;-2;1259;1252;7;"DL";1573;"N318NB";"LGA";"MEM";168;963;10;45;"2013-01-02 10:00:00"
2013;1;2;1043;1030;13;1156;1202;-6;"UA";375;"N811UA";"EWR";"ORD";111;719;10;30;"2013-01-02 10:00:00"
2013;1;2;1044;1050;-6;1344;1358;-14;"B6";373;"N547JB";"LGA";"FLL";158;1076;10;50;"2013-01-02 10:00:00"
2013;1;2;1045;959;46;1242;1129;73;"MQ";4670;"N542MQ";"LGA";"BNA";134;764;9;59;"2013-01-02 09:00:00"
2013;1;2;1046;1050;-4;1347;1410;-23;"DL";1275;"N675DL";"JFK";"SLC";275;1990;10;50;"2013-01-02 10:00:00"
2013;1;2;1048;1047;1;1321;1405;-44;"UA";460;"N526UA";"EWR";"SFO";310;2565;10;47;"2013-01-02 10:00:00"
2013;1;2;1050;1036;14;1413;1345;28;"UA";1060;"N73275";"EWR";"RSW";172;1068;10;36;"2013-01-02 10:00:00"
2013;1;2;1051;1055;-4;1356;1405;-9;"AA";739;"N3JMAA";"LGA";"DFW";228;1389;10;55;"2013-01-02 10:00:00"
2013;1;2;1052;1055;-3;1347;1357;-10;"DL";1785;"N369NW";"LGA";"MCO";143;950;10;55;"2013-01-02 10:00:00"
2013;1;2;1053;1100;-7;1147;1212;-25;"US";2124;"N945UW";"LGA";"BOS";34;184;11;0;"2013-01-02 11:00:00"
2013;1;2;1055;915;100;1349;1211;98;"B6";41;"N591JB";"JFK";"MCO";144;944;9;15;"2013-01-02 09:00:00"
2013;1;2;1056;1059;-3;1341;1339;2;"DL";1647;"N940DL";"LGA";"ATL";125;762;10;59;"2013-01-02 10:00:00"
2013;1;2;1056;1100;-4;1207;1215;-8;"MQ";3792;"N546MQ";"JFK";"DCA";54;213;11;0;"2013-01-02 11:00:00"
2013;1;2;1056;1100;-4;1334;1400;-26;"UA";1605;"N11206";"EWR";"LAS";314;2227;11;0;"2013-01-02 11:00:00"
2013;1;2;1056;1100;-4;1202;1216;-14;"US";2171;"N957UW";"LGA";"DCA";47;214;11;0;"2013-01-02 11:00:00"
2013;1;2;1056;1059;-3;1421;1355;26;"UA";1143;"N67134";"EWR";"PBI";187;1023;10;59;"2013-01-02 10:00:00"
2013;1;2;1057;1100;-3;1343;1431;-48;"B6";641;"N784JB";"JFK";"SFO";330;2586;11;0;"2013-01-02 11:00:00"
2013;1;2;1057;1045;12;1406;1351;15;"UA";491;"N677UA";"EWR";"IAH";226;1400;10;45;"2013-01-02 10:00:00"
2013;1;2;1100;1100;0;1408;1438;-30;"UA";642;"N557UA";"JFK";"SFO";340;2586;11;0;"2013-01-02 11:00:00"
2013;1;2;1101;1100;1;1201;1215;-14;"WN";3094;"N701GS";"LGA";"BWI";35;185;11;0;"2013-01-02 11:00:00"
2013;1;2;1102;1115;-13;1430;1425;5;"AA";2099;"N3BXAA";"LGA";"MIA";168;1096;11;15;"2013-01-02 11:00:00"
2013;1;2;1109;1115;-6;1220;1226;-6;"B6";24;"N267JB";"JFK";"BTV";53;266;11;15;"2013-01-02 11:00:00"
2013;1;2;1109;1115;-6;1312;1315;-3;"DL";1031;"N366NB";"LGA";"DTW";92;502;11;15;"2013-01-02 11:00:00"
2013;1;2;1109;1115;-6;1313;1310;3;"MQ";4485;"N711MQ";"LGA";"CMH";89;479;11;15;"2013-01-02 11:00:00"
2013;1;2;1110;1030;40;1231;1210;21;"AA";321;"N4UCAA";"LGA";"ORD";116;733;10;30;"2013-01-02 10:00:00"
2013;1;2;1111;1059;12;1437;1420;17;"DL";2071;"N370NW";"LGA";"MIA";167;1096;10;59;"2013-01-02 10:00:00"
2013;1;2;1115;1120;-5;1248;1250;-2;"EV";5218;"N730EV";"LGA";"PIT";60;335;11;20;"2013-01-02 11:00:00"
2013;1;2;1122;1130;-8;1407;1430;-23;"DL";695;"N983DL";"JFK";"MCO";144;944;11;30;"2013-01-02 11:00:00"
2013;1;2;1123;1110;13;1434;1340;54;"UA";1477;"N76529";"LGA";"DEN";270;1620;11;10;"2013-01-02 11:00:00"
2013;1;2;1124;1125;-1;1315;1305;10;"AA";327;"N3DLAA";"LGA";"ORD";133;733;11;25;"2013-01-02 11:00:00"
2013;1;2;1124;1130;-6;1340;1332;8;"US";1085;"N162UW";"LGA";"CLT";104;544;11;30;"2013-01-02 11:00:00"
2013;1;2;1125;1020;65;1309;1223;46;"EV";5026;"N738EV";"EWR";"DTW";86;488;10;20;"2013-01-02 10:00:00"
2013;1;2;1125;1130;-5;1416;1448;-32;"UA";703;"N510UA";"JFK";"LAX";332;2475;11;30;"2013-01-02 11:00:00"
2013;1;2;1126;1135;-9;1451;1455;-4;"DL";1171;"N327NW";"LGA";"RSW";169;1080;11;35;"2013-01-02 11:00:00"
2013;1;2;1126;1125;1;1333;1325;8;"WN";316;"N258WN";"LGA";"STL";162;888;11;25;"2013-01-02 11:00:00"
2013;1;2;1127;1129;-2;1431;1437;-6;"B6";133;"N775JB";"JFK";"RSW";168;1074;11;29;"2013-01-02 11:00:00"
2013;1;2;1130;1135;-5;1420;1443;-23;"UA";569;"N817UA";"EWR";"TPA";153;997;11;35;"2013-01-02 11:00:00"
2013;1;2;1130;1129;1;1600;1623;-23;"UA";1663;"N77510";"EWR";"SJU";194;1608;11;29;"2013-01-02 11:00:00"
2013;1;2;1131;1130;1;1436;1450;-14;"VX";409;"N627VA";"JFK";"LAX";341;2475;11;30;"2013-01-02 11:00:00"
2013;1;2;1134;1123;11;1449;1425;24;"B6";1;"N506JB";"JFK";"FLL";175;1069;11;23;"2013-01-02 11:00:00"
2013;1;2;1137;1140;-3;1442;1451;-9;"DL";2175;"N997DL";"LGA";"PBI";148;1035;11;40;"2013-01-02 11:00:00"
2013;1;2;1139;1140;-1;1436;1445;-9;"AA";1623;"N3GSAA";"EWR";"MIA";154;1085;11;40;"2013-01-02 11:00:00"
2013;1;2;1141;1145;-4;1411;1408;3;"DL";401;"N325NB";"EWR";"ATL";128;746;11;45;"2013-01-02 11:00:00"
2013;1;2;1143;1145;-2;1435;1507;-32;"UA";1010;"N33714";"EWR";"SNA";334;2434;11;45;"2013-01-02 11:00:00"
2013;1;2;1144;1131;13;1353;1342;11;"DL";2219;"N933DL";"LGA";"MSP";158;1020;11;31;"2013-01-02 11:00:00"
2013;1;2;1145;1150;-5;1343;1345;-2;"MQ";4646;"N504MQ";"LGA";"MSP";157;1020;11;50;"2013-01-02 11:00:00"
2013;1;2;1147;1155;-8;1318;1327;-9;"FL";353;"N894AT";"LGA";"CAK";66;397;11;55;"2013-01-02 11:00:00"
2013;1;2;1152;1150;2;1452;1459;-7;"DL";2185;"N342NB";"LGA";"TPA";153;1010;11;50;"2013-01-02 11:00:00"
2013;1;2;1153;1200;-7;1313;1315;-2;"MQ";4425;"N853MQ";"JFK";"DCA";55;213;12;0;"2013-01-02 12:00:00"
2013;1;2;1156;1205;-9;1520;1520;0;"AA";743;"N548AA";"LGA";"DFW";243;1389;12;5;"2013-01-02 12:00:00"
2013;1;2;1156;1200;-4;1437;1448;-11;"B6";523;"N612JB";"EWR";"MCO";140;937;12;0;"2013-01-02 12:00:00"
2013;1;2;1156;1158;-2;1517;1502;15;"B6";625;"N192JB";"JFK";"HOU";241;1428;11;58;"2013-01-02 11:00:00"
2013;1;2;1156;1200;-4;1509;1529;-20;"DL";863;"N624AG";"JFK";"LAX";348;2475;12;0;"2013-01-02 12:00:00"
2013;1;2;1156;1200;-4;1427;1430;-3;"MQ";4658;"N531MQ";"LGA";"ATL";125;762;12;0;"2013-01-02 12:00:00"
2013;1;2;1156;1200;-4;1254;1320;-26;"UA";1248;"N76523";"EWR";"BOS";36;200;12;0;"2013-01-02 12:00:00"
2013;1;2;1158;1200;-2;1247;1306;-19;"B6";1174;"N216JB";"EWR";"BOS";35;200;12;0;"2013-01-02 12:00:00"
2013;1;2;1158;1200;-2;1441;1440;1;"DL";1705;"N323NB";"LGA";"MSY";196;1183;12;0;"2013-01-02 12:00:00"
2013;1;2;1159;1129;30;1342;1309;33;"EV";4247;"N11194";"EWR";"RDU";81;416;11;29;"2013-01-02 11:00:00"
2013;1;2;1159;1200;-1;1512;1519;-7;"DL";1443;"N908DL";"LGA";"FLL";161;1076;12;0;"2013-01-02 12:00:00"
2013;1;2;1159;1200;-1;1408;1356;12;"US";1443;"N764US";"JFK";"CLT";110;541;12;0;"2013-01-02 12:00:00"
2013;1;2;1200;1145;15;1418;1335;43;"WN";3018;"N364SW";"EWR";"STL";176;872;11;45;"2013-01-02 11:00:00"
2013;1;2;1200;1200;0;1513;1505;8;"UA";1461;"N27724";"EWR";"IAH";232;1400;12;0;"2013-01-02 12:00:00"
2013;1;2;1201;1200;1;1504;1545;-41;"VX";25;"N846VA";"JFK";"SFO";338;2586;12;0;"2013-01-02 12:00:00"
2013;1;2;1202;1135;27;1340;1330;10;"MQ";4553;"N734MQ";"LGA";"CLE";75;419;11;35;"2013-01-02 11:00:00"
2013;1;2;1204;1200;4;1511;1510;1;"AA";3;"N319AA";"JFK";"LAX";341;2475;12;0;"2013-01-02 12:00:00"
2013;1;2;1205;1129;36;1316;1239;37;"EV";4479;"N13903";"EWR";"PWM";50;284;11;29;"2013-01-02 11:00:00"
2013;1;2;1205;1205;0;1349;1345;4;"MQ";4431;"N725MQ";"LGA";"RDU";86;431;12;5;"2013-01-02 12:00:00"
2013;1;2;1206;1209;-3;1311;1328;-17;"EV";4216;"N14168";"EWR";"BUF";49;282;12;9;"2013-01-02 12:00:00"
2013;1;2;1206;1156;10;1457;1452;5;"UA";1037;"N17105";"EWR";"MCO";148;937;11;56;"2013-01-02 11:00:00"
2013;1;2;1208;1205;3;1523;1437;46;"EV";3850;"N14998";"EWR";"ATL";134;746;12;5;"2013-01-02 12:00:00"
2013;1;2;1209;1212;-3;1451;1440;11;"UA";1492;"N14214";"EWR";"DEN";246;1605;12;12;"2013-01-02 12:00:00"
2013;1;2;1213;1220;-7;1421;1415;6;"AA";1757;"N578AA";"LGA";"STL";172;888;12;20;"2013-01-02 12:00:00"
2013;1;2;1216;1220;-4;1520;1531;-11;"B6";673;"N796JB";"JFK";"LAX";337;2475;12;20;"2013-01-02 12:00:00"
2013;1;2;1217;1220;-3;1334;1350;-16;"MQ";3697;"N510MQ";"EWR";"ORD";118;719;12;20;"2013-01-02 12:00:00"
2013;1;2;1220;1229;-9;1513;1526;-13;"B6";27;"N203JB";"JFK";"TPA";161;1005;12;29;"2013-01-02 12:00:00"
2013;1;2;1220;1218;2;1521;1529;-8;"UA";391;"N586UA";"EWR";"SFO";316;2565;12;18;"2013-01-02 12:00:00"
2013;1;2;1222;1207;15;1329;1314;15;"EV";4347;"N14972";"EWR";"BTV";48;266;12;7;"2013-01-02 12:00:00"
2013;1;2;1228;1045;103;1354;1212;102;"EV";4322;"N16919";"EWR";"MKE";131;725;10;45;"2013-01-02 10:00:00"
2013;1;2;1228;1229;-1;1430;1424;6;"EV";4640;"N13988";"EWR";"DAY";106;533;12;29;"2013-01-02 12:00:00"
2013;1;2;1229;1204;25;1505;1434;31;"EV";4294;"N17984";"EWR";"JAX";131;820;12;4;"2013-01-02 12:00:00"
2013;1;2;1230;1235;-5;1423;1438;-15;"EV";5311;"N752EV";"EWR";"DTW";90;488;12;35;"2013-01-02 12:00:00"
2013;1;2;1230;1235;-5;1408;1415;-7;"MQ";4404;"N837MQ";"JFK";"RDU";85;427;12;35;"2013-01-02 12:00:00"
2013;1;2;1234;1225;9;1354;1348;6;"B6";66;"N304JB";"JFK";"BUF";63;301;12;25;"2013-01-02 12:00:00"
2013;1;2;1235;1230;5;1614;1610;4;"UA";1114;"N37290";"EWR";"PHX";320;2133;12;30;"2013-01-02 12:00:00"
2013;1;2;1236;1238;-2;1446;1446;0;"DL";1131;"N927DA";"LGA";"DTW";101;502;12;38;"2013-01-02 12:00:00"
2013;1;2;1236;1240;-4;1403;1405;-2;"WN";3223;"N486WN";"LGA";"MKE";127;738;12;40;"2013-01-02 12:00:00"
2013;1;2;1236;1200;36;1417;1330;47;"MQ";4601;"N502MQ";"LGA";"BNA";139;764;12;0;"2013-01-02 12:00:00"
2013;1;2;1239;1200;39;1429;1342;47;"EV";4147;"N36915";"EWR";"CMH";95;463;12;0;"2013-01-02 12:00:00"
2013;1;2;1239;1220;19;1328;1320;8;"WN";1672;"N941WN";"EWR";"BWI";36;169;12;20;"2013-01-02 12:00:00"
2013;1;2;1240;1245;-5;1538;1600;-22;"AA";2253;"N3BHAA";"LGA";"MIA";158;1096;12;45;"2013-01-02 12:00:00"
2013;1;2;1240;1240;0;1556;1540;16;"AA";1853;"N4XRAA";"EWR";"DFW";233;1372;12;40;"2013-01-02 12:00:00"
2013;1;2;1240;1245;-5;1521;1616;-55;"DL";2174;"N3751B";"JFK";"SLC";264;1990;12;45;"2013-01-02 12:00:00"
2013;1;2;1243;1229;14;1453;1428;25;"EV";4118;"N14542";"EWR";"DTW";108;488;12;29;"2013-01-02 12:00:00"
2013;1;2;1244;900;224;1431;1104;207;"EV";4412;"N13958";"EWR";"MYR";94;550;9;0;"2013-01-02 09:00:00"
2013;1;2;1245;1249;-4;1718;1800;-42;"DL";315;"N679DA";"JFK";"SJU";188;1598;12;49;"2013-01-02 12:00:00"
2013;1;2;1249;1245;4;1555;1550;5;"AA";745;"N3FBAA";"LGA";"DFW";226;1389;12;45;"2013-01-02 12:00:00"
2013;1;2;1249;1258;-9;1535;1610;-35;"B6";209;"N658JB";"JFK";"LGB";333;2465;12;58;"2013-01-02 12:00:00"
2013;1;2;1250;1245;5;1349;1350;-1;"AA";1850;"N3AUAA";"JFK";"BOS";36;187;12;45;"2013-01-02 12:00:00"
2013;1;2;1251;1250;1;1552;1603;-11;"UA";633;"N514UA";"LGA";"IAH";225;1416;12;50;"2013-01-02 12:00:00"
2013;1;2;1253;1300;-7;1505;1508;-3;"9E";3903;"N8432A";"EWR";"CVG";111;569;13;0;"2013-01-02 13:00:00"
2013;1;2;1254;1300;-6;1545;1537;8;"DL";781;"N618DL";"LGA";"ATL";126;762;13;0;"2013-01-02 13:00:00"
2013;1;2;1255;1259;-4;1501;1502;-1;"US";1459;"N185UW";"LGA";"CLT";104;544;12;59;"2013-01-02 12:00:00"
2013;1;2;1256;1252;4;1600;1555;5;"B6";85;"N806JB";"JFK";"FLL";166;1069;12;52;"2013-01-02 12:00:00"
2013;1;2;1256;1300;-4;1526;1518;8;"DL";1869;"N334NB";"LGA";"CVG";110;585;13;0;"2013-01-02 13:00:00"
2013;1;2;1256;1225;31;1409;1345;24;"WN";408;"N936WN";"EWR";"MDW";114;711;12;25;"2013-01-02 12:00:00"
2013;1;2;1257;1303;-6;1356;1411;-15;"EV";4129;"N13969";"EWR";"DCA";46;199;13;3;"2013-01-02 13:00:00"
2013;1;2;1257;1300;-3;1529;1527;2;"DL";673;"N301DQ";"EWR";"ATL";126;746;13;0;"2013-01-02 13:00:00"
2013;1;2;1257;1257;0;1613;1607;6;"UA";1434;"N24706";"EWR";"DFW";231;1372;12;57;"2013-01-02 12:00:00"
2013;1;2;1258;1255;3;1537;1535;2;"WN";1251;"N291WN";"LGA";"DEN";258;1620;12;55;"2013-01-02 12:00:00"
2013;1;2;1258;1300;-2;1448;1450;-2;"MQ";4426;"N723MQ";"LGA";"CMH";84;479;13;0;"2013-01-02 13:00:00"
2013;1;2;1258;1300;-2;1557;1601;-4;"UA";1186;"N13248";"EWR";"MIA";159;1085;13;0;"2013-01-02 13:00:00"
2013;1;2;1258;1259;-1;1437;1438;-1;"UA";1200;"N14118";"EWR";"ORD";136;719;12;59;"2013-01-02 12:00:00"
2013;1;2;1300;1300;0;1601;1554;7;"B6";991;"N529JB";"JFK";"PBI";157;1028;13;0;"2013-01-02 13:00:00"
2013;1;2;1301;1259;2;1358;1404;-6;"B6";1006;"N306JB";"JFK";"BOS";40;187;12;59;"2013-01-02 12:00:00"
2013;1;2;1305;1300;5;1442;1440;2;"AA";329;"N581AA";"LGA";"ORD";135;733;13;0;"2013-01-02 13:00:00"
2013;1;2;1306;1308;-2;1535;1537;-2;"FL";348;"N935AT";"LGA";"ATL";122;762;13;8;"2013-01-02 13:00:00"
2013;1;2;1307;1315;-8;1518;1505;13;"US";1615;"N543UW";"EWR";"CLT";109;529;13;15;"2013-01-02 13:00:00"
2013;1;2;1312;1315;-3;1456;1452;4;"EV";4552;"N15986";"EWR";"GSO";88;445;13;15;"2013-01-02 13:00:00"
2013;1;2;1318;1315;3;1626;1605;21;"B6";393;"N805JB";"LGA";"MCO";144;950;13;15;"2013-01-02 13:00:00"
2013;1;2;1318;1320;-2;1634;1636;-2;"UA";1425;"N12125";"EWR";"LAX";340;2454;13;20;"2013-01-02 13:00:00"
2013;1;2;1319;1305;14;1633;1615;18;"WN";3294;"N950WN";"EWR";"HOU";240;1411;13;5;"2013-01-02 13:00:00"
2013;1;2;1320;1325;-5;1513;1505;8;"MQ";4475;"N730MQ";"LGA";"RDU";89;431;13;25;"2013-01-02 13:00:00"
2013;1;2;1323;1315;8;1620;1611;9;"B6";505;"N630JB";"EWR";"FLL";164;1065;13;15;"2013-01-02 13:00:00"
2013;1;2;1324;1330;-6;1552;1605;-13;"DL";2043;"N324US";"JFK";"ATL";130;760;13;30;"2013-01-02 13:00:00"
2013;1;2;1326;1330;-4;1650;1655;-5;"VX";411;"N635VA";"JFK";"LAX";361;2475;13;30;"2013-01-02 13:00:00"
2013;1;2;1327;1329;-2;1433;1453;-20;"EV";4254;"N21154";"EWR";"BUF";54;282;13;29;"2013-01-02 13:00:00"
2013;1;2;1328;1330;-2;1621;1641;-20;"B6";355;"N637JB";"JFK";"BUR";339;2465;13;30;"2013-01-02 13:00:00"
2013;1;2;1331;1201;90;1441;1318;83;"EV";4511;"N13975";"EWR";"ROC";48;246;12;1;"2013-01-02 12:00:00"
2013;1;2;1331;1324;7;1804;1810;-6;"B6";705;"N665JB";"JFK";"SJU";193;1598;13;24;"2013-01-02 13:00:00"
2013;1;2;1332;904;268;1616;1128;288;"EV";4364;"N41104";"EWR";"MCI";203;1092;9;4;"2013-01-02 09:00:00"
2013;1;2;1332;1327;5;1419;1433;-14;"EV";4316;"N14153";"EWR";"ALB";33;143;13;27;"2013-01-02 13:00:00"
2013;1;2;1333;1259;34;1503;1418;45;"B6";32;"N339JB";"JFK";"ROC";62;264;12;59;"2013-01-02 12:00:00"
2013;1;2;1335;1322;13;1414;1416;-2;"EV";4660;"N21537";"EWR";"BDL";24;116;13;22;"2013-01-02 13:00:00"
2013;1;2;1338;1340;-2;1631;1626;5;"B6";525;"N187JB";"EWR";"MCO";148;937;13;40;"2013-01-02 13:00:00"
2013;1;2;1339;1325;14;1617;1542;35;"EV";4417;"N17108";"EWR";"OMA";200;1134;13;25;"2013-01-02 13:00:00"
2013;1;2;1339;1335;4;1611;1608;3;"B6";615;"N353JB";"JFK";"JAX";133;828;13;35;"2013-01-02 13:00:00"
2013;1;2;1339;1335;4;1643;1631;12;"B6";431;"N613JB";"LGA";"SRQ";167;1047;13;35;"2013-01-02 13:00:00"
2013;1;2;1339;1341;-2;1651;1642;9;"UA";1164;"N25705";"EWR";"FLL";172;1065;13;41;"2013-01-02 13:00:00"
2013;1;2;1340;1229;71;1603;1427;96;"EV";4135;"N31131";"EWR";"CLT";105;529;12;29;"2013-01-02 12:00:00"
2013;1;2;1341;1320;21;1548;1504;44;"EV";3832;"N12996";"EWR";"STL";174;872;13;20;"2013-01-02 13:00:00"
2013;1;2;1341;1345;-4;1648;1705;-17;"AA";117;"N332AA";"JFK";"LAX";344;2475;13;45;"2013-01-02 13:00:00"
2013;1;2;1341;1200;101;1627;1440;107;"DL";1947;"N973DL";"LGA";"ATL";126;762;12;0;"2013-01-02 12:00:00"
2013;1;2;1342;1345;-3;1650;1705;-15;"AA";1073;"N3GVAA";"LGA";"MIA";158;1096;13;45;"2013-01-02 13:00:00"
2013;1;2;1343;1345;-2;1702;1646;16;"DL";1685;"N362NW";"LGA";"MCO";150;950;13;45;"2013-01-02 13:00:00"
2013;1;2;1344;1344;0;1940;1944;-4;"UA";15;"N77066";"EWR";"HNL";634;4963;13;44;"2013-01-02 13:00:00"
2013;1;2;1345;1240;65;1642;1555;47;"AA";2041;"N5CYAA";"JFK";"MIA";159;1089;12;40;"2013-01-02 12:00:00"
2013;1;2;1346;1350;-4;1548;1545;3;"MQ";4577;"N6EAMQ";"LGA";"CLT";103;544;13;50;"2013-01-02 13:00:00"
2013;1;2;1346;1350;-4;1702;1715;-13;"US";688;"N656AW";"EWR";"PHX";299;2133;13;50;"2013-01-02 13:00:00"
2013;1;2;1347;1345;2;1509;1510;-1;"WN";2967;"N917WN";"LGA";"MDW";123;725;13;45;"2013-01-02 13:00:00"
2013;1;2;1352;1310;42;1509;1431;38;"EV";4497;"N14920";"EWR";"RIC";61;277;13;10;"2013-01-02 13:00:00"
2013;1;2;1352;1355;-3;1635;1709;-34;"B6";83;"N712JB";"JFK";"SEA";323;2422;13;55;"2013-01-02 13:00:00"
2013;1;2;1353;1356;-3;1715;1650;25;"B6";1783;"N563JB";"JFK";"MCO";163;944;13;56;"2013-01-02 13:00:00"
2013;1;2;1353;1350;3;1648;1640;8;"UA";1153;"N45905";"EWR";"IAH";208;1400;13;50;"2013-01-02 13:00:00"
2013;1;2;1356;1359;-3;1509;1515;-6;"EV";5712;"N835AS";"JFK";"IAD";57;228;13;59;"2013-01-02 13:00:00"
2013;1;2;1356;1355;1;1516;1510;6;"B6";602;"N239JB";"JFK";"PWM";45;273;13;55;"2013-01-02 13:00:00"
2013;1;2;1358;1315;43;1550;1520;30;"MQ";4564;"N856MQ";"LGA";"DTW";83;502;13;15;"2013-01-02 13:00:00"
2013;1;2;1402;1400;2;1611;1604;7;"EV";4370;"N34110";"EWR";"CHS";111;628;14;0;"2013-01-02 14:00:00"
2013;1;2;1404;1359;5;1504;1514;-10;"DL";2068;"N319NB";"JFK";"BOS";36;187;13;59;"2013-01-02 13:00:00"
2013;1;2;1405;1411;-6;1634;1640;-6;"FL";349;"N926AT";"LGA";"ATL";124;762;14;11;"2013-01-02 14:00:00"
2013;1;2;1410;1415;-5;1723;1737;-14;"DL";981;"N969DL";"LGA";"MIA";160;1096;14;15;"2013-01-02 14:00:00"
2013;1;2;1412;1420;-8;1520;1550;-30;"MQ";3728;"N512MQ";"EWR";"ORD";111;719;14;20;"2013-01-02 14:00:00"
2013;1;2;1412;838;334;1710;1147;323;"UA";468;"N474UA";"EWR";"MCO";150;937;8;38;"2013-01-02 08:00:00"
2013;1;2;1416;1429;-13;1736;1803;-27;"UA";257;"N518UA";"JFK";"SFO";341;2586;14;29;"2013-01-02 14:00:00"
2013;1;2;1420;1420;0;1624;1620;4;"MQ";4588;"N509MQ";"LGA";"MSP";165;1020;14;20;"2013-01-02 14:00:00"
2013;1;2;1421;1314;67;1515;1415;60;"EV";4340;"N16559";"EWR";"BWI";37;169;13;14;"2013-01-02 13:00:00"
2013;1;2;1422;1357;25;1604;1525;39;"EV";3835;"N16911";"EWR";"MSN";145;799;13;57;"2013-01-02 13:00:00"
2013;1;2;1422;1411;11;1609;1550;19;"UA";1187;"N13750";"EWR";"ORD";135;719;14;11;"2013-01-02 14:00:00"
2013;1;2;1428;1359;29;1715;1655;20;"UA";1122;"N12225";"EWR";"PBI";150;1023;13;59;"2013-01-02 13:00:00"
2013;1;2;1429;1400;29;1654;1636;18;"DL";2247;"N646DL";"LGA";"ATL";122;762;14;0;"2013-01-02 14:00:00"
2013;1;2;1429;1400;29;1730;1716;14;"DL";2079;"N912DE";"LGA";"FLL";154;1076;14;0;"2013-01-02 14:00:00"
2013;1;2;1430;1430;0;1542;1550;-8;"EV";5710;"N830AS";"LGA";"IAD";52;229;14;30;"2013-01-02 14:00:00"
2013;1;2;1430;1435;-5;1754;1820;-26;"DL";1322;"N721TW";"JFK";"SFO";347;2586;14;35;"2013-01-02 14:00:00"
2013;1;2;1431;1345;46;1821;1730;51;"WN";4859;"N7738A";"EWR";"PHX";330;2133;13;45;"2013-01-02 13:00:00"
2013;1;2;1431;1430;1;1745;1744;1;"UA";566;"N847UA";"LGA";"IAH";237;1416;14;30;"2013-01-02 14:00:00"
2013;1;2;1431;1435;-4;1618;1612;6;"UA";1184;"N38443";"EWR";"CLE";87;404;14;35;"2013-01-02 14:00:00"
2013;1;2;1437;1437;0;1742;1742;0;"B6";347;"N281JB";"JFK";"SRQ";167;1041;14;37;"2013-01-02 14:00:00"
2013;1;2;1438;1323;75;1651;1526;85;"EV";4516;"N14916";"EWR";"MEM";179;946;13;23;"2013-01-02 13:00:00"
2013;1;2;1438;1429;9;1733;1722;11;"B6";1161;"N625JB";"LGA";"PBI";148;1035;14;29;"2013-01-02 14:00:00"
2013;1;2;1442;1430;12;1800;1752;8;"DL";1531;"N378NW";"LGA";"RSW";178;1080;14;30;"2013-01-02 14:00:00"
2013;1;2;1442;1435;7;1640;1644;-4;"DL";1819;"N364NB";"LGA";"MSP";159;1020;14;35;"2013-01-02 14:00:00"
2013;1;2;1442;1445;-3;1612;1613;-1;"DL";1972;"N320NB";"JFK";"DCA";60;213;14;45;"2013-01-02 14:00:00"
2013;1;2;1442;1445;-3;1639;1647;-8;"US";1445;"N169UW";"LGA";"CLT";94;544;14;45;"2013-01-02 14:00:00"
2013;1;2;1444;1455;-11;1607;1628;-21;"B6";8;"N624JB";"JFK";"BUF";61;301;14;55;"2013-01-02 14:00:00"
